"TimeSeriesID","Year","Latitude","Longitude","Country","growth_rate","logval_prev","temp_prev","precip_prev","extTemp_prev","extPrecip_prev","extTemp_abslat","extPrecip_abslat"
"G8647",1993,43.24452,6.000062518,"FRA",0.224513141297768,1.81291335664286,14.5749329433198,736.51647567749,10,3,432.4452,129.73356
"G8647",1994,43.24452,6.000062518,"FRA",-0.224513141297768,2.03742649794062,14.1624805067228,834.896087646484,4,4,172.97808,172.97808
"G8647",1995,43.24452,6.000062518,"FRA",0.724905738430419,1.81291335664286,15.1174255719468,813.493728637695,10,8,432.4452,345.95616
"G8647",1996,43.24452,6.000062518,"FRA",-0.317711007033219,2.53781909507327,14.4168344941858,656.186580657959,8,6,345.95616,259.46712
"G8647",1997,43.24452,6.000062518,"FRA",-0.224472893442505,2.22010808804005,14.049929225206,1034.49153900146,2,5,86.48904,216.2226
"G8647",1998,43.24452,6.000062518,"FRA",0.516248166381325,1.99563519459755,15.1335300846187,563.057661056518,21,5,908.13492,216.2226
"G8647",1999,43.24452,6.000062518,"FRA",0.0621479067488444,2.51188336097887,14.4884883236123,523.64993095398,15,3,648.6678,129.73356
"G8647",2000,43.24452,6.000062518,"FRA",0.309630167425899,2.57403126772772,14.8511560048143,773.177623748779,8,7,345.95616,302.71164
"G8647",2001,43.24452,6.000062518,"FRA",-0.531478917042255,2.88366143515362,15.0379811903601,812.440156936646,12,7,518.93424,302.71164
"G8647",2002,43.24452,6.000062518,"FRA",0.137775961313472,2.35218251811136,15.2001759394119,554.687023162842,12,4,518.93424,172.97808
"G8647",2003,43.24452,6.000062518,"FRA",-0.0428004480826152,2.48995847942483,15.2653820961034,872.840404510498,21,5,908.13492,216.2226
"G8647",2004,43.24452,6.000062518,"FRA",0.111550539190946,2.44715803134222,15.4661867289783,637.861013412475,31,3,1340.58012,129.73356
"G8647",2005,43.24452,6.000062518,"FRA",0.184801194195264,2.55870857053317,14.9329269117345,546.415567398071,13,2,562.17876,86.48904
"G8647",2006,43.24452,6.000062518,"FRA",-0.485831189859245,2.74350976472843,14.5976274255204,498.563528060913,9,3,389.20068,129.73356
"G8647",2007,43.24452,6.000062518,"FRA",-0.0562814505487332,2.25767857486918,15.5519728987184,492.938995361328,18,1,778.40136,43.24452
"G8647",2008,43.24452,6.000062518,"FRA",-0.0678582159502339,2.20139712432045,15.3396933185456,432.887554168701,33,1,1427.06916,43.24452
"G8647",2009,43.24452,6.000062518,"FRA",-0.258477644978517,2.13353890837022,14.8909611422291,874.773263931275,16,5,691.91232,216.2226
"G8647",2010,43.24452,6.000062518,"FRA",0.286306738843275,1.8750612633917,15.1411226803854,814.381122589111,11,7,475.68972,302.71164
"G8647",2011,43.24452,6.000062518,"FRA",-0.0679463170727397,2.16136800223497,14.0590582285842,883.197069168091,2,5,86.48904,216.2226
"G8647",2012,43.24452,6.000062518,"FRA",0.46887117929424,2.09342168516224,15.2748304062238,823.129653930664,28,7,1210.84656,302.71164
"G8647",2013,43.24452,6.000062518,"FRA",-0.124542301636087,2.56229286445647,15.1307543586078,680.689096450806,29,4,1254.09108,172.97808
"G8647",2014,43.24452,6.000062518,"FRA",-0.483508053381063,2.43775056282039,14.8075896450374,857.608795166016,10,6,432.4452,259.46712
"G8647",2015,43.24452,6.000062518,"FRA",0.485090184390938,1.95424250943932,15.8314082402617,1060.82010269165,23,10,994.62396,432.4452
"G8647",2016,43.24452,6.000062518,"FRA",-0.0431333467345265,2.43933269383026,15.7535485359088,567.513465881348,22,2,951.37944,86.48904
"G8647",2017,43.24452,6.000062518,"FRA",0.0736226688824266,2.39619934709574,15.6372741904198,626.796245574951,19,3,821.64588,129.73356
"G8637",1993,44.26627,6.275183589,"FRA",0.595429412428949,1.51851393987789,7.5474070884274,1130.86414337158,11,2,486.92897,88.53254
"G8637",1994,44.26627,6.275183589,"FRA",0.173858377623389,2.11394335230684,7.52450560304133,1061.47980690002,21,8,929.59167,354.13016
"G8637",1995,44.26627,6.275183589,"FRA",-0.644349053444039,2.28780172993023,8.28552296956382,1095.87669372559,17,7,752.52659,309.86389
"G8637",1996,44.26627,6.275183589,"FRA",0.0725506671486118,1.64345267648619,7.03941783643753,1104.23374176025,1,4,44.26627,177.06508
"G8637",1997,44.26627,6.275183589,"FRA",-0.284639579475812,1.7160033436348,6.78941339030731,1238.6200428009,1,7,44.26627,309.86389
"G8637",1998,44.26627,6.275183589,"FRA",0.471726222832956,1.43136376415899,8.07031438470434,869.319677352905,11,6,486.92897,265.59762
"G8637",1999,44.26627,6.275183589,"FRA",0.214181308663821,1.90308998699194,7.57539435957122,787.778854370117,14,3,619.72778,132.79881
"G8637",2000,44.26627,6.275183589,"FRA",-0.203457443272048,2.11727129565576,6.99652602835882,1015.09833335876,10,6,442.6627,265.59762
"G8637",2001,44.26627,6.275183589,"FRA",-0.0687158123694598,1.91381385238372,7.87307931799273,1197.50094413757,7,13,309.86389,575.46151
"G8637",2002,44.26627,6.275183589,"FRA",0.516629796003336,1.84509804001426,8.32456748300493,924.160718917847,13,7,575.46151,309.86389
"G8637",2003,44.26627,6.275183589,"FRA",0.193366612560726,2.36172783601759,8.36066338177688,1043.25795173645,25,10,1106.65675,442.6627
"G8637",2004,44.26627,6.275183589,"FRA",-0.237031113615558,2.55509444857832,8.24195772284243,770.521879196167,18,4,796.79286,177.06508
